Combo Ingredients,FDA Combo Products,HSA Combo Products,FDA Combo Count,HSA Combo Count,Combo/Formulation Availability,Other Country Component Coverage,Combo/Formulation Reason
bacitracin + polymyxin b,LANABIOTIC | POLYSPORIN,,2,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
bazedoxifene + conjugated estrogens,DUAVEE,,1,0,FDA_COMBO_ONLY,missing components in HSA: bazedoxifene,FDA has exact combo; HSA exact combo absent; missing components in HSA: bazedoxifene
bempedoic acid + ezetimibe,NEXLIZET,,1,0,FDA_COMBO_ONLY,missing components in HSA: bempedoic acid,FDA has exact combo; HSA exact combo absent; missing components in HSA: bempedoic acid
benazepril + hydrochlorothiazide,LOTENSIN HCT,,1,0,FDA_COMBO_ONLY,missing components in HSA: benazepril,FDA has exact combo; HSA exact combo absent; missing components in HSA: benazepril
bendroflumethiazide + nadolol,CORZIDE,,1,0,FDA_COMBO_ONLY,"missing components in HSA: bendroflumethiazide, nadolol","FDA has exact combo; HSA exact combo absent; missing components in HSA: bendroflumethiazide, nadolol"
benzhydrocodone + paracetamol,APADAZ,,1,0,FDA_COMBO_ONLY,missing components in HSA: benzhydrocodone,FDA has exact combo; HSA exact combo absent; missing components in HSA: benzhydrocodone
benzoyl peroxide + erythromycin,AKTIPAK | BENZAMYCIN,,2,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
benzoyl peroxide + tretinoin,TWYNEO,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
benzylpenicillin benzathine + benzylpenicillin procaine,BICILLIN C-R | BICILLIN C-R 900/300,,2,0,FDA_COMBO_ONLY,"missing components in HSA: benzylpenicillin benzathine, benzylpenicillin procaine","FDA has exact combo; HSA exact combo absent; missing components in HSA: benzylpenicillin benzathine, benzylpenicillin procaine"
berahyaluronidase alfa + pembrolizumab,KEYTRUDA QLEX,,1,0,FDA_COMBO_ONLY,missing components in HSA: berahyaluronidase alfa,FDA has exact combo; HSA exact combo absent; missing components in HSA: berahyaluronidase alfa
betamethasone + clotrimazole,LOTRISONE,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
betaxolol + chlortalidone,KERLEDEX,,1,0,FDA_COMBO_ONLY,missing components in HSA: chlortalidone,FDA has exact combo; HSA exact combo absent; missing components in HSA: chlortalidone
betaxolol + pilocarpine,BETOPTIC PILO,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
bisacodyl + macrogol + potassium chloride + sodium bicarbonate + sodium chloride,HALFLYTELY,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
bismuth + metronidazole + tetracycline,HELIDAC | PYLERA,,2,0,FDA_COMBO_ONLY,missing components in HSA: bismuth,FDA has exact combo; HSA exact combo absent; missing components in HSA: bismuth
bisoprolol + hydrochlorothiazide,ZIAC,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
brimonidine + carbachol,YUVEZZI,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
bromodiphenhydramine + codeine,AMBENYL,,1,0,FDA_COMBO_ONLY,missing components in HSA: bromodiphenhydramine,FDA has exact combo; HSA exact combo absent; missing components in HSA: bromodiphenhydramine
brompheniramine + dextromethorphan + pseudoephedrine,DIMETANE-DX,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
brompheniramine + pseudoephedrine,EFIDAC 24 PSEUDOEPHEDRINE HYDROCHLORIDE/BROMPHENIRAMINE MALEATE,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
budesonide + salbutamol,AIRSUPRA,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
bupivacaine + lidocaine,DUOCAINE,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
bupivacaine + meloxicam,ZYNRELEF KIT,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
buprenorphine + naloxone,BUNAVAIL | CASSIPA | SUBOXONE | ZUBSOLV,,4,0,FDA_COMBO_ONLY,missing components in HSA: buprenorphine,FDA has exact combo; HSA exact combo absent; missing components in HSA: buprenorphine
bupropion + dextromethorphan,AUVELITY,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
butalbital + caffeine + codeine + paracetamol,FIORICET W/ CODEINE,,1,0,FDA_COMBO_ONLY,missing components in HSA: butalbital,FDA has exact combo; HSA exact combo absent; missing components in HSA: butalbital
cabotegravir + rilpivirine,CABENUVA KIT,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
calcium + meglumine + metrizoic acid,ISOPAQUE 280,,1,0,FDA_COMBO_ONLY,"missing components in HSA: calcium, meglumine, metrizoic acid","FDA has exact combo; HSA exact combo absent; missing components in HSA: calcium, meglumine, metrizoic acid"
calcium carbonate + famotidine + magnesium hydroxide,PEPCID COMPLETE,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium carbonate + risedronate,ACTONEL WITH CALCIUM (COPACKAGED),,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + glutathione disulfide + magnesium chloride + potassium chloride + sodium bicarbonate + sodium chloride + sodium phosphate,BSS PLUS | METHOTREXATE SODIUM,,2,0,FDA_COMBO_ONLY,missing components in HSA: glutathione disulfide,FDA has exact combo; HSA exact combo absent; missing components in HSA: glutathione disulfide
calcium chloride + glucose + lactic acid + magnesium chloride + potassium chloride + sodium bicarbonate + sodium chloride,PRISMASOL B22GK 2/0 IN PLASTIC CONTAINER | PRISMASOL B22GK 2/2.5 IN PLASTIC CONTAINER | PRISMASOL B22GK 4/0 IN PLASTIC CONTAINER | PRISMASOL B22GK 4/2.5 IN PLASTIC CONTAINER | PRISMASOL BGK 0/2.5 IN PLASTIC CONTAINER | PRISMASOL BGK 2/0 IN PLASTIC CONTAINER | PRISMASOL BGK 2/3.5 IN PLASTIC CONTAINER | PRISMASOL BGK 4/0 IN PLASTIC CONTAINER | PRISMASOL BGK 4/0/1.2 IN PLASTIC CONTAINER | PRISMASOL BGK 4/2.5 IN PLASTIC CONTAINER | PRISMASOL BGK 4/3.5 IN PLASTIC CONTAINER | PRISMASOL BK 0/0 IN PLASTIC CONTAINER | PRISMASOL BK 0/0/1.2 IN PLASTIC CONTAINER | PRISMASOL BK 0/3.5 IN PLASTIC CONTAINER | PRISMASOL BK 4/2.5 IN PLASTIC CONTAINER,,15,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + magnesium chloride + oxiglutatione + potassium chloride + sodium bicarbonate + sodium chloride + sodium phosphate,NAVSTEL,,1,0,FDA_COMBO_ONLY,missing components in HSA: oxiglutatione,FDA has exact combo; HSA exact combo absent; missing components in HSA: oxiglutatione
calcium chloride + glucose + magnesium chloride + potassium chloride + sodium acetate + sodium chloride,ISOLYTE R IN DEXTROSE 5% IN PLASTIC CONTAINER | ISOLYTE R W/ DEXTROSE 5% IN PLASTIC CONTAINER,,2,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + magnesium chloride + potassium chloride + sodium acetate + sodium chloride + sodium citrate,ISOLYTE E IN DEXTROSE 5% IN PLASTIC CONTAINER | ISOLYTE E W/ DEXTROSE 5% IN PLASTIC CONTAINER,,2,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + magnesium chloride + potassium chloride + sodium acetate + sodium chloride + sodium lactate,PLASMA-LYTE M AND DEXTROSE 5% IN PLASTIC CONTAINER,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + magnesium chloride + sodium acetate + sodium chloride,DIALYTE CONCENTRATE W/ DEXTROSE 30% IN PLASTIC CONTAINER | DIALYTE CONCENTRATE W/ DEXTROSE 50% IN PLASTIC CONTAINER | DIALYTE W/ DEXTROSE 1.5% IN PLASTIC CONTAINER | DIALYTE W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,,4,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + magnesium sulfate + potassium chloride + sodium bicarbonate + sodium chloride + sodium phosphate,ELLIOTTS B SOLUTION,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + potassium chloride + sodium acetate + sodium chloride,DEXTROSE 5% IN ACETATED RINGER'S IN PLASTIC CONTAINER,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + potassium chloride + sodium chloride,DEXTROSE 5% AND RINGER'S IN PLASTIC CONTAINER | DEXTROSE 5% IN RINGER'S IN PLASTIC CONTAINER,,2,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + potassium chloride + sodium chloride + sodium lactate,DEXTROSE 2.5% IN HALF-STRENGTH LACTATED RINGER'S IN PLASTIC CONTAINER | DEXTROSE 4% IN MODIFIED LACTATED RINGER'S IN PLASTIC CONTAINER | DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER | DEXTROSE 5% IN LACTATED RINGER'S IN PLASTIC CONTAINER | LACTATED RINGER'S AND DEXTROSE 5% IN PLASTIC CONTAINER | POTASSIUM CHLORIDE 10MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER | POTASSIUM CHLORIDE 15MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER | POTASSIUM CHLORIDE 20MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER | POTASSIUM CHLORIDE 30MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER | POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER | POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND LACTATED RINGER'S IN PLASTIC CONTAINER,,11,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + glucose + sodium chloride + sodium lactate,INPERSOL-ZM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER | INPERSOL-ZM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER | INPERSOL-ZM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,,3,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + magnesium chloride + potassium chloride + sodium acetate + sodium chloride,TPN ELECTROLYTES IN PLASTIC CONTAINER,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + magnesium chloride + potassium chloride + sodium acetate + sodium chloride + sodium citrate,BSS | ISOLYTE E IN PLASTIC CONTAINER,,2,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + magnesium chloride + potassium chloride + sodium acetate + sodium chloride + sodium lactate,PLASMA-LYTE R IN PLASTIC CONTAINER,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + magnesium chloride + potassium chloride + sodium bicarbonate + sodium chloride + sodium phosphate,PHOXILLUM B22K 4/0 IN PLASTIC CONTAINER | PHOXILLUM BK 4/2.5 IN PLASTIC CONTAINER,,2,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + magnesium chloride + potassium chloride + sodium chloride,PLEGISOL IN PLASTIC CONTAINER,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
calcium chloride + potassium chloride + sodium acetate + sodium chloride,ACETATED RINGER'S IN PLASTIC CONTAINER,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
canagliflozin + metformin,INVOKAMET | INVOKAMET XR,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
captopril + hydrochlorothiazide,CAPOZIDE 25/15 | CAPOZIDE 25/25 | CAPOZIDE 50/15 | CAPOZIDE 50/25,,4,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
cedazuridine + decitabine,INQOVI,,1,0,FDA_COMBO_ONLY,"missing components in HSA: cedazuridine, decitabine","FDA has exact combo; HSA exact combo absent; missing components in HSA: cedazuridine, decitabine"
cefepime + enmetazobactam,EXBLIFEP,,1,0,FDA_COMBO_ONLY,missing components in HSA: enmetazobactam,FDA has exact combo; HSA exact combo absent; missing components in HSA: enmetazobactam
cefepime + zidebactam,ZAYNICH,,1,0,FDA_COMBO_ONLY,missing components in HSA: zidebactam,FDA has exact combo; HSA exact combo absent; missing components in HSA: zidebactam
ceftriaxone + lidocaine,ROCEPHIN KIT,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
celecoxib + tramadol,SEGLENTIS,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
cetyl alcohol + colfosceril + tyloxapol,EXOSURF NEONATAL,,1,0,FDA_COMBO_ONLY,"missing components in HSA: cetyl alcohol, colfosceril, tyloxapol","FDA has exact combo; HSA exact combo absent; missing components in HSA: cetyl alcohol, colfosceril, tyloxapol"
chloramphenicol + desoxyribonuclease + fibrinolysin,ELASE-CHLOROMYCETIN,,1,0,FDA_COMBO_ONLY,"missing components in HSA: desoxyribonuclease, fibrinolysin","FDA has exact combo; HSA exact combo absent; missing components in HSA: desoxyribonuclease, fibrinolysin"
chloramphenicol + hydrocortisone,CHLOROMYCETIN HYDROCORTISONE,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
chloramphenicol + hydrocortisone + polymyxin b,OPHTHOCORT,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
chloramphenicol + polymyxin b,CHLOROMYXIN,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
chlordiazepoxide + estrogens esterified,MENRIUM 10-4 | MENRIUM 5-2 | MENRIUM 5-4,,3,0,FDA_COMBO_ONLY,missing components in HSA: estrogens esterified,FDA has exact combo; HSA exact combo absent; missing components in HSA: estrogens esterified
chlorhexidine + ethanol,AVAGARD,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
chlorhexidine + isopropyl alcohol,CHLORAPREP ONE-STEP | CHLORAPREP ONE-STEP FREPP | CHLORAPREP ONE-STEP SEPP | CHLORAPREP SINGLE SWABSTICK | CHLORAPREP TRIPLE SWABSTICK | CHLORAPREP WITH TINT | PREVANTICS MAXI SWABSTICK | PREVANTICS SWAB | PREVANTICS SWABSTICK | SOLUPREP S,,10,0,FDA_COMBO_ONLY,missing components in HSA: isopropyl alcohol,FDA has exact combo; HSA exact combo absent; missing components in HSA: isopropyl alcohol
chloroquine + primaquine,ARALEN PHOSPHATE W/ PRIMAQUINE PHOSPHATE,,1,0,FDA_COMBO_ONLY,missing components in HSA: primaquine,FDA has exact combo; HSA exact combo absent; missing components in HSA: primaquine
chlorothiazide + methyldopa,ALDOCLOR-150 | ALDOCLOR-250,,2,0,FDA_COMBO_ONLY,missing components in HSA: chlorothiazide,FDA has exact combo; HSA exact combo absent; missing components in HSA: chlorothiazide
chlorothiazide + reserpine,DIUPRES-250 | DIUPRES-500,,2,0,FDA_COMBO_ONLY,"missing components in HSA: chlorothiazide, reserpine","FDA has exact combo; HSA exact combo absent; missing components in HSA: chlorothiazide, reserpine"
chlorphenamine + codeine,CODEPREX | PENNTUSS | TUXARIN ER | TUZISTRA XR,,4,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
chlorphenamine + hydrocodone,TUSSIONEX PENNKINETIC | VITUZ,,2,0,FDA_COMBO_ONLY,missing components in HSA: hydrocodone,FDA has exact combo; HSA exact combo absent; missing components in HSA: hydrocodone
chlorphenamine + hydrocodone + pseudoephedrine,ZUTRIPRO,,1,0,FDA_COMBO_ONLY,missing components in HSA: hydrocodone,FDA has exact combo; HSA exact combo absent; missing components in HSA: hydrocodone
chlorphenamine + ibuprofen + phenylephrine,ADVIL ALLERGY AND CONGESTION RELIEF | ADVIL MULTI-SYMPTOM COLD & FLU,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
chlorphenamine + ibuprofen + pseudoephedrine,ADVIL ALLERGY SINUS | CHILDREN'S ADVIL ALLERGY SINUS,,2,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
chlorphenamine + phenylpropanolamine,COLD CAPSULE IV | COLD CAPSULE V | CORSYM | TRIAMINIC-12,,4,0,FDA_COMBO_ONLY,missing components in HSA: phenylpropanolamine,FDA has exact combo; HSA exact combo absent; missing components in HSA: phenylpropanolamine
chlortalidone + clonidine,COMBIPRES,,1,0,FDA_COMBO_ONLY,"missing components in HSA: chlortalidone, clonidine","FDA has exact combo; HSA exact combo absent; missing components in HSA: chlortalidone, clonidine"
chlortalidone + metoprolol,LOPRESSIDONE,,1,0,FDA_COMBO_ONLY,missing components in HSA: chlortalidone,FDA has exact combo; HSA exact combo absent; missing components in HSA: chlortalidone
