Combo Ingredients,FDA Combo Products,HSA Combo Products,FDA Combo Count,HSA Combo Count,Combo/Formulation Availability,Other Country Component Coverage,Combo/Formulation Reason
procaine merethoxylline + theophylline,DICURIN PROCAINE,,1,0,FDA_COMBO_ONLY,missing components in HSA: procaine merethoxylline,FDA has exact combo; HSA exact combo absent; missing components in HSA: procaine merethoxylline
pyrimethamine + sulfadoxine,FANSIDAR,,1,0,FDA_COMBO_ONLY,"missing components in HSA: pyrimethamine, sulfadoxine","FDA has exact combo; HSA exact combo absent; missing components in HSA: pyrimethamine, sulfadoxine"
quinethazone + reserpine,HYDROMOX R,,1,0,FDA_COMBO_ONLY,"missing components in HSA: quinethazone, reserpine","FDA has exact combo; HSA exact combo absent; missing components in HSA: quinethazone, reserpine"
reserpine + trichlormethiazide,METATENSIN #2 | METATENSIN #4 | NAQUIVAL,,3,0,FDA_COMBO_ONLY,"missing components in HSA: reserpine, trichlormethiazide","FDA has exact combo; HSA exact combo absent; missing components in HSA: reserpine, trichlormethiazide"
safflower oil + soybean oil,LIPOSYN II 10% | LIPOSYN II 20%,,2,0,FDA_COMBO_ONLY,missing components in HSA: safflower oil,FDA has exact combo; HSA exact combo absent; missing components in HSA: safflower oil
simvastatin + sitagliptin,JUVISYNC,,1,0,FDA_COMBO_ONLY,all components standalone in HSA,FDA has exact combo; HSA exact combo absent; all components standalone in HSA
sodium bicarbonate + tartaric acid,BAROS,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
sodium fluoride + triclosan,COLGATE TOTAL,,1,0,FDA_COMBO_ONLY,"all components present in HSA, but exact combo absent","FDA has exact combo; HSA exact combo absent; all components present in HSA, but exact combo absent"
sulfacetamide + sulfathiazole + triple sulfa sulfabenzamide,SULTRIN,,1,0,FDA_COMBO_ONLY,"missing components in HSA: sulfacetamide, sulfathiazole, triple sulfa sulfabenzamide","FDA has exact combo; HSA exact combo absent; missing components in HSA: sulfacetamide, sulfathiazole, triple sulfa sulfabenzamide"
sulfadiazine + sulfamerazine,SULFONAMIDES DUPLEX,,1,0,FDA_COMBO_ONLY,"missing components in HSA: sulfadiazine, sulfamerazine","FDA has exact combo; HSA exact combo absent; missing components in HSA: sulfadiazine, sulfamerazine"
sulfadimidine + sulfamerazine + trisulfapyrimidines sulfadiazine,NEOTRIZINE | TERFONYL | TRIPLE SULFAS,,3,0,FDA_COMBO_ONLY,"missing components in HSA: sulfadimidine, sulfamerazine, trisulfapyrimidines sulfadiazine","FDA has exact combo; HSA exact combo absent; missing components in HSA: sulfadimidine, sulfamerazine, trisulfapyrimidines sulfadiazine"
trandolapril + verapamil,TARKA,,1,0,FDA_COMBO_ONLY,missing components in HSA: trandolapril,FDA has exact combo; HSA exact combo absent; missing components in HSA: trandolapril
trospium + xanomeline,COBENFY,,1,0,FDA_COMBO_ONLY,missing components in HSA: xanomeline,FDA has exact combo; HSA exact combo absent; missing components in HSA: xanomeline
acetic acid + aminoacetic acid + arginine + l alanine + l cysteine + l histidine + l isoleucine + l leucine + l lysine + l malic acid + l methionine + l phenylalanine + l proline + l serine + l threonine + l tryptophan + l valine,,NEPHROSTERIL FOR INTRAVENOUS INFUSION,0,1,HSA_COMBO_ONLY,"missing components in FDA: aminoacetic acid, l alanine, l cysteine, l histidine, l isoleucine, l leucine, l lysine, l malic acid, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: aminoacetic acid, l alanine, l cysteine, l histidine, l isoleucine, l leucine, l lysine, l malic acid, l methionine, l phenylalanine, l proline, l serine, l threonine, l tryptophan, l valine"
acetic acid + calcium chloride + glucose + magnesium chloride + potassium chloride + sodium chloride,,HAEMODIALYSIS CONCENTRATE NKFS-03 (ACID) FOR BICARBONATE DIALYSIS | HAEMODIALYSIS CONCENTRATE NKFS-04 (ACID) FOR BICARBONATE DIALYSIS,0,2,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
acetic acid + calcium chloride + magnesium chloride + potassium chloride + sodium chloride,,HAEMODIALYSIS CONCENTRATE NKFS-01 (ACID) FOR BICARBONATE DIALYSIS | HAEMODIALYSIS CONCENTRATE NKFS-02 (ACID) FOR BICARBONATE DIALYSIS,0,2,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
acetylsalicylic acid + atorvastatin + ramipril,,TRINOMIA HARD CAPSULES 100mg/ 20mg/ 10mg | TRINOMIA HARD CAPSULES 100mg/ 20mg/ 2.5mg | TRINOMIA HARD CAPSULES 100mg/ 20mg/ 5mg,0,3,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
acetylsalicylic acid + clopidogrel,,CoPlavix Film-Coated Tablet 75 mg/100 mg,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
acetylsalicylic acid + glycine,,GLYPRIN DISPERSIBLE TABLET,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
adrenaline + mepivacaine,,SCANDONEST 2% SPECIAL INJECTION,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
aesculin + cinchocaine + framycetin + hydrocortisone,,PROCTOSEDYL OINTMENT,0,1,HSA_COMBO_ONLY,"missing components in FDA: aesculin, framycetin","HSA has exact combo; FDA exact combo absent; missing components in FDA: aesculin, framycetin"
alanine + arginine + aspartic acid + calcium chloride + glucose + glutamic acid + glycerophosphate + glycine + histidine + isoleucine + leucine + lysine + magnesium chloride + methionine + phenylalanine + potassium chloride + proline + refined olive oil soya bean + serine + sodium acetate + threonine + tryptophan + tyrosine + valine,,OLIMEL N7E Emulsion for Infusion | OLIMEL N9E Emulsion for Infusion | PERIOLIMEL N4E Emulsion for Infusion,0,3,HSA_COMBO_ONLY,"missing components in FDA: alanine, aspartic acid, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, refined olive oil soya bean, serine, threonine, tryptophan, valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: alanine, aspartic acid, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, refined olive oil soya bean, serine, threonine, tryptophan, valine"
alanine + arginine + aspartic acid + calcium chloride + glucose + glutamic acid + glycine + histidine + isoleucine + leucine + lysine + magnesium acetate + methionine + omega acid triglycerides + phenylalanine + potassium acetate + proline + serine + sodium acetate + sodium chloride + sodium hydroxide + sodium phosphate + soya bean oil refined + threonine + triglycerides medium chain + tryptophan + valine + zinc acetate,,NUTRIFLEX® OMEGA PLUS EMULSION FOR INFUSION | NUTRIFLEX® OMEGA SPECIAL B. BRAUN EMULSION FOR INFUSION | NUTRIFLEX® OMEGA SPECIAL EMULSION FOR INFUSION,0,3,HSA_COMBO_ONLY,"missing components in FDA: alanine, aspartic acid, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, omega acid triglycerides, phenylalanine, proline, serine, sodium hydroxide, soya bean oil refined, threonine, triglycerides medium chain, tryptophan, valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: alanine, aspartic acid, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, omega acid triglycerides, phenylalanine, proline, serine, sodium hydroxide, soya bean oil refined, threonine, triglycerides medium chain, tryptophan, valine"
alanine + arginine + aspartic acid + cysteine + glutamic acid + glycine + histidine + isoleucine + leucine + lysine + methionine + phenylalanine + proline + serine + taurine + threonine + tryptophan + tyrosine + valine,,VAMINOLACT INTRAVENOUS SOLUTION,0,1,HSA_COMBO_ONLY,"missing components in FDA: alanine, aspartic acid, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, taurine, threonine, tryptophan, valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: alanine, aspartic acid, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, taurine, threonine, tryptophan, valine"
alanine + arginine + aspartic acid + cysteine + glutamic acid + glycine + histidine + isoleucine + leucine + lysine + methionine + phenylalanine + proline + serine + threonine + tryptophan + tyrosine + valine,,AMINOPLASMAL-15% INFUSION,0,1,HSA_COMBO_ONLY,"missing components in FDA: alanine, aspartic acid, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: alanine, aspartic acid, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, threonine, tryptophan, valine"
alanine + arginine + aspartic acid + dodecahydrate + glutamic acid + glycine + histidine + isoleucine + leucine + lysine + magnesium chloride + methionine + phenylalanine + potassium acetate + proline + serine + sodium acetate + sodium hydroxide + threonine + tryptophan + tyrosine + valine,,AMINOPLASMAL B.BRAUN 10% E SOLUTION FOR INFUSION,0,1,HSA_COMBO_ONLY,"missing components in FDA: alanine, aspartic acid, dodecahydrate, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, sodium hydroxide, threonine, tryptophan, valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: alanine, aspartic acid, dodecahydrate, glutamic acid, histidine, isoleucine, leucine, lysine, methionine, phenylalanine, proline, serine, sodium hydroxide, threonine, tryptophan, valine"
alanine + arginine + calcium chloride + fish oil rich omega acids + glucose + glycerophosphate + glycine + histidine + isoleucine + leucine + lysine + magnesium sulfate + methionine + olive oil refined + phenylalanine + potassium chloride + proline + serine + sodium acetate + soya bean oil refined + taurine + threonine + triglycerides medium chain + tryptophan + tyrosine + valine + zinc sulfate,,SmofKabiven Emulsion for Infusion | SmofKabiven Peripheral Emulsion for Infusion,0,2,HSA_COMBO_ONLY,"missing components in FDA: alanine, fish oil rich omega acids, histidine, isoleucine, leucine, lysine, methionine, olive oil refined, phenylalanine, proline, serine, soya bean oil refined, taurine, threonine, triglycerides medium chain, tryptophan, valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: alanine, fish oil rich omega acids, histidine, isoleucine, leucine, lysine, methionine, olive oil refined, phenylalanine, proline, serine, soya bean oil refined, taurine, threonine, triglycerides medium chain, tryptophan, valine"
alanine + arginine + cysteine + glycine + histidine + isoleucine + l aspartic acid + l glutamic acid + leucine + lysine + methionine + phenylalanine + proline + serine + taurine + threonine + tryptophan + tyrosine + valine,,TROPHAMINE INJECTION 10%,0,1,HSA_COMBO_ONLY,"missing components in FDA: alanine, histidine, isoleucine, l aspartic acid, l glutamic acid, leucine, lysine, methionine, phenylalanine, proline, serine, taurine, threonine, tryptophan, valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: alanine, histidine, isoleucine, l aspartic acid, l glutamic acid, leucine, lysine, methionine, phenylalanine, proline, serine, taurine, threonine, tryptophan, valine"
alanine + arginine + fish oil rich omega acids + glucose + glycine + histidine + isoleucine + leucine + lysine + methionine + olive oil refined + phenylalanine + proline + serine + soya bean oil refined + taurine + threonine + triglycerides medium chain + tryptophan + tyrosine + valine,,SmofKabiven Electrolyte Free Emulsion for Infusion,0,1,HSA_COMBO_ONLY,"missing components in FDA: alanine, fish oil rich omega acids, histidine, isoleucine, leucine, lysine, methionine, olive oil refined, phenylalanine, proline, serine, soya bean oil refined, taurine, threonine, triglycerides medium chain, tryptophan, valine","HSA has exact combo; FDA exact combo absent; missing components in FDA: alanine, fish oil rich omega acids, histidine, isoleucine, leucine, lysine, methionine, olive oil refined, phenylalanine, proline, serine, soya bean oil refined, taurine, threonine, triglycerides medium chain, tryptophan, valine"
alginate + calcium carbonate + sodium bicarbonate,,"GASCOVID LIQUID | GAVISCON DOUBLE ACTION LIQUID, SUSPENSION | GAVISCON DOUBLE ACTION TABLETS | GAVISCON LIQUID | GAVISCON LIQUID SACHETS | GAVISCON PEPPERMINT TABLETS",0,6,HSA_COMBO_ONLY,missing components in FDA: alginate,HSA has exact combo; FDA exact combo absent; missing components in FDA: alginate
alginate + potassium bicarbonate,,GASCOVID ADVANCE LIQUID | GAVISCON ADVANCE-PEPPERMINT FLAVOUR SUSPENSION,0,2,HSA_COMBO_ONLY,"missing components in FDA: alginate, potassium bicarbonate","HSA has exact combo; FDA exact combo absent; missing components in FDA: alginate, potassium bicarbonate"
aloe + rhubarb + senna leaf,,SANKAIJO TABLET,0,1,HSA_COMBO_ONLY,"missing components in FDA: aloe, rhubarb, senna leaf","HSA has exact combo; FDA exact combo absent; missing components in FDA: aloe, rhubarb, senna leaf"
aluminum hydroxide + biodiastase + methylmethionine sulfonium,,WEISEN-U TABLET,0,1,HSA_COMBO_ONLY,"missing components in FDA: biodiastase, methylmethionine sulfonium","HSA has exact combo; FDA exact combo absent; missing components in FDA: biodiastase, methylmethionine sulfonium"
aluminum hydroxide + dimethylpolysiloxane + magnesium hydroxide,,MACGEL TABLET,0,1,HSA_COMBO_ONLY,missing components in FDA: dimethylpolysiloxane,HSA has exact combo; FDA exact combo absent; missing components in FDA: dimethylpolysiloxane
aluminum hydroxide + dimethylpolysiloxane + magnesium oxide,,GERSKIN TABLET,0,1,HSA_COMBO_ONLY,missing components in FDA: dimethylpolysiloxane,HSA has exact combo; FDA exact combo absent; missing components in FDA: dimethylpolysiloxane
aluminum hydroxide + magnesium carbonate + sodium bicarbonate,,INON GRANULES,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
aluminum hydroxide + magnesium hydroxide + simeticone,,ACTAL PLUS TABLET | AXCEL EVILINE FORTE SUSPENSION | AXCEL EVILINE TABLET | HYDROSIL TABLET,0,4,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
aluminum hydroxide + magnesium trisilicate + simeticone,,ALLUMAG MPS TABLET | ALUMAG PLUS TABLETS | CENVITE TABLET | POLYSILIC III SUSPENSION | SUNTACID TABLET,0,5,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
alverine + simeticone,,ALMET CAPSULES | ALVERSIME SOFT CAPSULES,0,2,HSA_COMBO_ONLY,missing components in FDA: alverine,HSA has exact combo; FDA exact combo absent; missing components in FDA: alverine
aminacrine + lidocaine,,MEDIJEL GEL,0,1,HSA_COMBO_ONLY,missing components in FDA: aminacrine,HSA has exact combo; FDA exact combo absent; missing components in FDA: aminacrine
amlodipine + atorvastatin + perindopril arginine,,TRIVERAM FILM-COATED TABLET 10 mg/5 mg/5 mg | TRIVERAM FILM-COATED TABLET 20 mg/10 mg/10 mg | TRIVERAM FILM-COATED TABLET 20 mg/10 mg/5 mg | TRIVERAM FILM-COATED TABLET 20 mg/5 mg/5 mg | TRIVERAM FILM-COATED TABLET 40 mg/10 mg/10 mg,0,5,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
amlodipine + bisoprolol,,CONCOR AMLO TABLET 5 mg/ 10 mg | CONCOR AMLO TABLET 5 mg/ 5 mg,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
amlodipine + indapamide,,NATRIXAM MODIFIED RELEASE TABLET 1.5 mg/10 mg | NATRIXAM MODIFIED RELEASE TABLET 1.5 mg/5 mg,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
amlodipine + indapamide + perindopril arginine,,TRIPLIXAM FILM COATED TABLET 10 mg/ 2.5 mg/ 10 mg | TRIPLIXAM FILM COATED TABLET 10 mg/ 2.5 mg/ 5 mg | TRIPLIXAM FILM COATED TABLET 5 mg/ 1.25 mg/ 10 mg | TRIPLIXAM FILM COATED TABLET 5 mg/ 1.25 mg/ 5 mg,0,4,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
amlodipine + irbesartan,,APROVASC FILM COATED TABLET 150MG/5MG | APROVASC FILM COATED TABLET 300MG/10MG | APROVASC FILM COATED TABLET 300MG/5MG,0,3,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
amlodipine + losartan,,Cozaar®XQ® Tablet 5mg/100mg | Cozaar®XQ® Tablet 5mg/50mg,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
amlodipine + perindopril tert butylamine,,AMLESSA TABLETS 4 mg/ 10mg | AMLESSA TABLETS 4 mg/ 5mg | AMLESSA TABLETS 8 mg/ 10 mg | AMLESSA TABLETS 8 mg/ 5mg,0,4,HSA_COMBO_ONLY,missing components in FDA: perindopril tert butylamine,HSA has exact combo; FDA exact combo absent; missing components in FDA: perindopril tert butylamine
ammonium + chlorphenamine + codeine + ephedrine,,COUGHLAX FORTE SYRUP,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
ammonium + codeine + diphenhydramine,,PHENEXPECT CD SYRUP | UNIDRYL CD EXPECTORANT,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
ammonium + dextromethorphan + diphenhydramine,,SUNTUSS SYRUP,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
ammonium + dextromethorphan + ephedrine,,DEXCOPHAN COUGH LINCTUS PLUS,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
ammonium + diphenhydramine,,BEANAMINE EXPECTORANT | DIPHEN 10 EXPECTORANT | DIPHEN 5 EXPECTORANT | PHENEXPECT SYRUP,0,4,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
ammonium + diphenhydramine + sodium citrate,,HOVA EXPECTORANT | SW BENA-EXPECTORANT | SW-BENA PAEDIATRIC EXPECTORANT | XSP-BENA EXPECTORANT,0,4,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
ammonium + ephedrine + guaifenesin,,BRECOLIN COUGH MIXTURE | DECOFAM COUGH SYRUP | POLINS COUGH MIXTURE (REVISED FORMULA),0,3,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
ammonium + ephedrine + sodium citrate,,SEMERIN COUGH SYRUP,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
amylmetacresol + dichlorophenylcarbinol + lidocaine,,STREPSILS MAX PLUS LOZENGES,0,1,HSA_COMBO_ONLY,"missing components in FDA: amylmetacresol, dichlorophenylcarbinol","HSA has exact combo; FDA exact combo absent; missing components in FDA: amylmetacresol, dichlorophenylcarbinol"
apricot kernel extract + glycyrrhiza extract + noscapine,,NEW TONIN TROCHE L,0,1,HSA_COMBO_ONLY,"missing components in FDA: apricot kernel extract, glycyrrhiza extract, noscapine","HSA has exact combo; FDA exact combo absent; missing components in FDA: apricot kernel extract, glycyrrhiza extract, noscapine"
aprotinin + calcium chloride + factor xiii + fibrinogen + thrombin,,BERIPLAST P COMBI-SET 1ML POWDERS AND SOLVENTS FOR SEALANT | BERIPLAST P COMBI-SET 3ML POWDERS AND SOLVENTS FOR SEALANT,0,2,HSA_COMBO_ONLY,"missing components in FDA: factor xiii, fibrinogen, thrombin","HSA has exact combo; FDA exact combo absent; missing components in FDA: factor xiii, fibrinogen, thrombin"
aprotinin + calcium chloride + fibrinogen + thrombin,,"ARTISS SOLUTIONS FOR SEALANT, DEEP FROZEN | TISSEEL FIBRIN SEALANT VH S/D (FROZEN)",0,2,HSA_COMBO_ONLY,"missing components in FDA: fibrinogen, thrombin","HSA has exact combo; FDA exact combo absent; missing components in FDA: fibrinogen, thrombin"
articaine + l adrenaline,,CITOCARTIN 100 INJECTION 1.7 ml/cartridge,0,1,HSA_COMBO_ONLY,missing components in FDA: l adrenaline,HSA has exact combo; FDA exact combo absent; missing components in FDA: l adrenaline
ascorbic acid + biotin + cyanocobalamin + folic acid + nicotinamide + pantothenic acid + pyridoxine + riboflavin + thiamine,,SOLUVIT N FOR INFUSION,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
ascorbic acid + colecalciferol + cyanocobalamin + d biotin + folic acid + nicotinamide + pantothenic acid + pyridoxine + retinol + riboflavin + thiamine + tocopherol,,CERNEVIT FOR INJECTION,0,1,HSA_COMBO_ONLY,missing components in FDA: d biotin,HSA has exact combo; FDA exact combo absent; missing components in FDA: d biotin
ascorbic acid + cyanocobalamin + folic acid + iron + nicotinamide + pantothenic acid + pyridoxine + riboflavin + thiamine,,IBERET-FOLIC-500 TABLET,0,1,HSA_COMBO_ONLY,missing components in FDA: iron,HSA has exact combo; FDA exact combo absent; missing components in FDA: iron
ascorbic acid + paracetamol + phenylephrine,,PANADOL COLD & FLU HOT REMEDY,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
atenolol + nifedipine,,BETA - NICARDIA CAPSULE | NIFETEX-TR CAPSULE,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
bacitracin + neomycin,,BANEOCIN POWDER,0,1,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
beclometasone + clotrimazole,,CANDID-B CREAM,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
beclometasone + formoterol,,FOSTER NEXTHALER INHALATION POWDER 100 MCG/6 MCG PER DOSE | FOSTER NEXTHALER INHALATION POWDER 200 MCG/6 MCG PER DOSE | Foster Pressurised Inhalation Solution 100mcg/6mcg per Actuation | Foster Pressurised Inhalation Solution 200mcg/6mcg per Actuation,0,4,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
benserazide + levodopa,,MADOPAR 125 CAPSULE 125 mg | MADOPAR 250 TABLET 250 mg | MADOPAR DISPERSIBLE TABLETS 125 mg | MADOPAR HBS 125 CAPSULE,0,4,HSA_COMBO_ONLY,missing components in FDA: benserazide,HSA has exact combo; FDA exact combo absent; missing components in FDA: benserazide
benzalkonium + benzocaine + tyrothricin,,DORITHRICIN THROAT LOZENGES,0,1,HSA_COMBO_ONLY,"missing components in FDA: benzalkonium, benzocaine, tyrothricin","HSA has exact combo; FDA exact combo absent; missing components in FDA: benzalkonium, benzocaine, tyrothricin"
benzalkonium + choline salicylate,,ORA-SED JEL,0,1,HSA_COMBO_ONLY,"missing components in FDA: benzalkonium, choline salicylate","HSA has exact combo; FDA exact combo absent; missing components in FDA: benzalkonium, choline salicylate"
benzalkonium + paraffin + triclosan,,QV FLARE UP BATH OIL,0,1,HSA_COMBO_ONLY,"missing components in FDA: benzalkonium, paraffin","HSA has exact combo; FDA exact combo absent; missing components in FDA: benzalkonium, paraffin"
benzocaine + chlorhexidine,,HORF LOZENGES,0,1,HSA_COMBO_ONLY,missing components in FDA: benzocaine,HSA has exact combo; FDA exact combo absent; missing components in FDA: benzocaine
benzoic acid + salicylic acid,,ROBINSON RINGWORM & WHITESPOT OINTMENT | SAW HONG CHOON SKIN OINTMENT | TINEA SKIN SOLUTION (THREE LEG BRAND),0,3,HSA_COMBO_ONLY,"missing components in FDA: benzoic acid, salicylic acid","HSA has exact combo; FDA exact combo absent; missing components in FDA: benzoic acid, salicylic acid"
benzoic acid + salicylic acid + sulfur,,NIXODERM OINTMENT,0,1,HSA_COMBO_ONLY,"missing components in FDA: benzoic acid, salicylic acid","HSA has exact combo; FDA exact combo absent; missing components in FDA: benzoic acid, salicylic acid"
benzoic acid + salicylic acid + sulfur + titanium dioxide,,VEELANZ'S OINTMENT,0,1,HSA_COMBO_ONLY,"missing components in FDA: benzoic acid, salicylic acid","HSA has exact combo; FDA exact combo absent; missing components in FDA: benzoic acid, salicylic acid"
benzydamine + cetylpyridinium,,DIFFLAM ANTI-INFLAMMATORY LOZENGE (WITH ANTIBACTERIAL) (HONEY LEMON) | DIFFLAM ANTI-INFLAMMATORY LOZENGE (WITH ANTIBACTERIAL) (RASPBERRY RELIEF) | DIFFLAM MOUTH GEL | Difflam™ Anti-inflammatory Lozenge (with antibacterial) (Eucalyptus and Menthol),0,4,HSA_COMBO_ONLY,"missing components in FDA: benzydamine, cetylpyridinium","HSA has exact combo; FDA exact combo absent; missing components in FDA: benzydamine, cetylpyridinium"
benzydamine + chlorhexidine,,DIFFLAM-C ANTI-INFLAMMATORY ANTISEPTIC SOLUTION,0,1,HSA_COMBO_ONLY,missing components in FDA: benzydamine,HSA has exact combo; FDA exact combo absent; missing components in FDA: benzydamine
benzydamine + dichlorobenzyl alcohol + lidocaine,,Difflam plus ANAESTHETIC Sore Throat Lozenges (Sugar Free) Honey Lemon Flavour | Difflam plus ANAESTHETIC Sore Throat Lozenges (Sugar Free) Menthol and Eucalyptus Flavour,0,2,HSA_COMBO_ONLY,"missing components in FDA: benzydamine, dichlorobenzyl alcohol","HSA has exact combo; FDA exact combo absent; missing components in FDA: benzydamine, dichlorobenzyl alcohol"
betamethasone + clioquinol,,DERMANOL-C CREAM 0.025% | DERMANOL-C CREAM 0.05% | DERMANOL-C CREAM 0.1%,0,3,HSA_COMBO_ONLY,"all components present in FDA, but exact combo absent","HSA has exact combo; FDA exact combo absent; all components present in FDA, but exact combo absent"
betamethasone + clotrimazole + gentamicin,,COMBIDERM CREAM | GENTRIDERM CREAM | GENTRISONE CREAM | NEODERM CREAM,0,4,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
betamethasone + fusidic acid,,DEFUZIN-B CREAM | FOBANCORT CREAM | FOBANCORT OINTMENT | FUCICORT CREAM | FUCICORT® LIPID CREAM,0,5,HSA_COMBO_ONLY,missing components in FDA: fusidic acid,HSA has exact combo; FDA exact combo absent; missing components in FDA: fusidic acid
betamethasone + gentamicin,,ANTASONE CREAM | B-MYCIN CREAM | B-TASONE-G CREAM | BEPROGENT CREAM,0,4,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
betamethasone + gentamicin + miconazole,,TRI-MICON CREAM,0,1,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
betamethasone + neomycin,,NEO-BETASONE CREAM | UNIFLEX-N CREAM,0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
betamethasone + salicylic acid,,BEPROSALIC Lotion | BEPROSALIC OINTMENT | BETACYLIC OINTMENT | BETOSALIC OINTMENT,0,4,HSA_COMBO_ONLY,missing components in FDA: salicylic acid,HSA has exact combo; FDA exact combo absent; missing components in FDA: salicylic acid
bimatoprost + timolol,,"GANFORT PF EYE DROPS (Bimatoprost 0.3mg/ml, Timolol 5.0mg/ml) | Ganfort Eye Drops",0,2,HSA_COMBO_ONLY,all components standalone in FDA,HSA has exact combo; FDA exact combo absent; all components standalone in FDA
